name,ensemble_rmse,dm_hac,p_hac,perseed_mean,perseed_std,rmse_low,rmse_normal,rmse_elevated,rmse_high
A-DropEdge-LagShapley,0.15134123111250633,-0.48968101109233164,0.6243596409159213,0.15601067918845374,0.001718396318453206,0.12082100182752316,0.15472532589133473,0.1449612005727754,0.17941464081252484
A-MLP-LagShapley,0.15228344138332262,-0.36075536084602466,0.7182823355515213,0.16057964188266768,0.0006776275788966451,0.13431984282114423,0.16179803300846204,0.15057297946659534,0.11434200837521272
B-DropEdge-RichBeh,0.1715248309663242,1.5676775150784752,0.11695641169753768,0.18276298594144108,0.004602468194872847,0.13631016280042413,0.17149976118671773,0.1656185210723297,0.21582094737789917
B-MLP-RichBeh,0.15663133291324155,0.0666989332611218,0.9468213835569868,0.16484680556888984,0.004205581238377764,0.14153526102264932,0.17128172222424157,0.14846274521002356,0.11732990293902666
C-DropEdge-Combined,0.16881101451597746,1.2359963441688573,0.21645992258108548,0.17880262203106362,0.0013779772745632745,0.13033731265100476,0.16565406156925383,0.16227256821519828,0.22939298165584363
C-MLP-Combined,0.15959363845239402,0.36171098981943534,0.7175680136913061,0.16788744288534532,0.0030645694964195665,0.1395978184632215,0.1707865860266592,0.1534803972914055,0.1374158696359719
D-DropEdge-Minimal,0.15054660730158007,-0.5625897815840158,0.5737142517808103,0.15478191355598617,0.0030748820255690305,0.11831038669485398,0.1555508687233956,0.14326214588332833,0.17530003295092417
D-MLP-Minimal,0.15092917315698373,-0.5005347957095666,0.6166985617594289,0.15877131737451097,0.0022981456550352397,0.13614893721574722,0.16123546198310612,0.14648864299317899,0.1213007334994082
