date,n_events_total,n_events_oil,oil_goldstein_mean,oil_goldstein_std,oil_tone_mean,oil_tone_std,oil_mentions_sum,oil_articles_sum,oil_verbal_coop,oil_material_coop,oil_verbal_conflict,oil_material_conflict,oil_n_conflict_events,oil_conflict_goldstein,oil_conflict_share,oil_material_conflict_share,oil_net_coop,global_goldstein_mean,global_tone_mean
2013-04-11,41340,14952,0.8871589085072231,4.587647862416357,2.306244555614699,1.3913458195538237,104388,102457,9547,1782,1775,1848,1745,-7.964355300859599,0.2423087212413055,0.12359550561797752,0.5153825575173889,0.5253205283274468,2.2399836056144884
2013-04-12,36302,13399,0.5639498432601882,4.777176397166849,2.1876416336172433,1.374050115555108,99379,97885,8174,1637,1635,1953,1826,-8.026177437020811,0.26778117769982834,0.1457571460556758,0.4644376446003433,0.4385003167956805,2.1773010911353463
2013-04-13,23698,8298,0.8511930585683298,4.738841338743652,2.291129368594752,1.4332193194902632,62280,61482,5321,917,801,1259,1143,-7.748818897637797,0.2482525909857797,0.1517233068209207,0.5034948180284405,0.5701114018060595,2.181409421390695
2013-04-14,21884,7302,1.034757600657354,4.597558330219905,2.259168125053755,1.5080224858085387,51464,50836,4869,778,794,861,823,-8.225516403402187,0.22665023281292795,0.11791290057518489,0.5466995343741441,0.5189499177481265,2.155581765439476
2013-04-15,36456,13361,0.8488960407155152,4.648097980526217,2.2059322952596943,1.4823695032290929,94374,93144,8439,1650,1498,1774,1683,-8.02293523469994,0.24489184941246914,0.1327744929271761,0.5102163011750618,0.4988231744115872,2.1429446177603877
2013-04-16,31857,12003,0.8122979503416097,4.547203240868829,2.2504567098548316,1.470243724948624,83547,81889,7499,1537,1423,1544,1419,-7.740803382663849,0.2471882029492627,0.12863450803965676,0.5056235941014746,0.39398857358111494,2.2130385947677382
2013-04-17,34975,12541,0.8811323763955344,4.564522460663704,2.2175413373288415,1.4517766899101632,85417,84433,7936,1471,1557,1577,1473,-7.73530210454854,0.24990032692767722,0.12574754804242086,0.5001993461446456,0.5523462297332076,2.189370079109042
2013-04-18,35320,13509,0.8928254109284762,4.58282900800074,2.239495010549315,1.4433796865928668,95184,93724,8381,1786,1726,1616,1524,-7.823228346456692,0.24739062846990895,0.11962395440076985,0.5052187430601821,0.5884461812930082,2.2535860989302
2013-04-19,29175,10379,0.9999036516042008,4.550975912905175,2.1942374799371236,1.3975556948927839,67130,66103,6574,1356,1246,1203,1143,-8.02082239720035,0.23595722131226515,0.11590712014644956,0.5280855573754697,0.5912487574126761,2.162409066679587
2013-04-20,18505,5914,1.1488670950287452,4.571471573127133,2.3302003398172393,1.5421844056835163,40498,39893,3818,795,621,680,644,-7.950310559006211,0.21998647277646263,0.11498140006763612,0.5600270544470748,0.569227027027027,2.1501759000464986
2013-04-21,21520,7157,1.041992733370598,4.590776630874161,2.1737235488750883,1.5231651155719397,45052,44428,4836,771,656,894,838,-8.09582338902148,0.21657118904568953,0.12491267290764287,0.5668576219086209,0.4309662127620021,2.1624088780144266
